iso3c	country	description	value	units	year	source
HTI	Haiti	composition_metal_percent	2.5	Percent	2016	World Bank
HTI	Haiti	composition_other_percent	16.800000000000008	Percent	2016	World Bank
HTI	Haiti	composition_paper_cardboard_percent	4.1	Percent	2016	World Bank
HTI	Haiti	composition_plastic_percent	12.7	Percent	2016	World Bank
HTI	Haiti	composition_wood_percent	1.0	Percent	2016	World Bank
HUN	Hungary	composition_food_organic_waste_percent	22.5	Percent	2015	World Bank
HUN	Hungary	composition_glass_percent	3.5	Percent	2015	World Bank
HUN	Hungary	composition_metal_percent	1.8	Percent	2015	World Bank
HUN	Hungary	composition_other_percent	45.9	Percent	2015	World Bank
HUN	Hungary	composition_paper_cardboard_percent	13.4	Percent	2015	World Bank
HUN	Hungary	composition_plastic_percent	13.0	Percent	2015	World Bank
IDN	Indonesia	composition_food_organic_waste_percent	53.8	Percent	2012	World Bank
IDN	Indonesia	composition_glass_percent	2.5	Percent	2012	World Bank
IDN	Indonesia	composition_metal_percent	1.8	Percent	2012	World Bank
IDN	Indonesia	composition_other_percent	12.9	Percent	2012	World Bank
IDN	Indonesia	composition_paper_cardboard_percent	14.9	Percent	2012	World Bank
IDN	Indonesia	composition_plastic_percent	14.0	Percent	2012	World Bank
IRL	Ireland	composition_food_organic_waste_percent	16.6	Percent	2012	World Bank
IRL	Ireland	composition_glass_percent	8.5	Percent	2012	World Bank
IRL	Ireland	composition_metal_percent	3.7	Percent	2012	World Bank
IRL	Ireland	composition_other_percent	25.8	Percent	2012	World Bank
IRL	Ireland	composition_paper_cardboard_percent	25.0	Percent	2012	World Bank
IRL	Ireland	composition_plastic_percent	12.4	Percent	2012	World Bank
IRL	Ireland	composition_wood_percent	1.9	Percent	2012	World Bank
IRL	Ireland	composition_yard_garden_green_waste_percent	6.1	Percent	2012	World Bank
IRN	Iran (Islamic Republic of)	composition_food_organic_waste_percent	72.9	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_glass_percent	1.9	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_metal_percent	2.3	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_other_percent	5.0	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_paper_cardboard_percent	7.3	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_plastic_percent	8.5	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_rubber_leather_percent	1.1	Percent	2007	World Bank
IRN	Iran (Islamic Republic of)	composition_wood_percent	1.3	Percent	2007	World Bank
IRQ	Iraq	composition_food_organic_waste_percent	68.7	Percent	2009	World Bank
IRQ	Iraq	composition_glass_percent	2.3	Percent	2009	World Bank
IRQ	Iraq	composition_metal_percent	0.98	Percent	2009	World Bank
IRQ	Iraq	composition_other_percent	6.0	Percent	2009	World Bank
IRQ	Iraq	composition_paper_cardboard_percent	9.6	Percent	2009	World Bank
IRQ	Iraq	composition_plastic_percent	5.29	Percent	2009	World Bank
IRQ	Iraq	composition_rubber_leather_percent	5.09	Percent	2009	World Bank
IRQ	Iraq	composition_wood_percent	0.85	Percent	2009	World Bank
IRQ	Iraq	composition_yard_garden_green_waste_percent	0.93	Percent	2009	World Bank
ISL	Iceland	composition_food_organic_waste_percent	10.0	Percent	2013	World Bank
ISL	Iceland	composition_paper_cardboard_percent	38.0	Percent	2013	World Bank
ISL	Iceland	composition_plastic_percent	9.0	Percent	2013	World Bank
ISL	Iceland	composition_wood_percent	29.0	Percent	2013	World Bank
ISL	Iceland	composition_yard_garden_green_waste_percent	14.0	Percent	2013	World Bank
ISR	Israel	composition_food_organic_waste_percent	34.0	Percent	2012	World Bank
ISR	Israel	composition_glass_percent	3.0	Percent	2012	World Bank
ISR	Israel	composition_metal_percent	3.0	Percent	2012	World Bank
ISR	Israel	composition_other_percent	16.0	Percent	2012	World Bank
ISR	Israel	composition_paper_cardboard_percent	24.0	Percent	2012	World Bank
ISR	Israel	composition_plastic_percent	18.0	Percent	2012	World Bank
ISR	Israel	composition_yard_garden_green_waste_percent	2.0	Percent	2012	World Bank
ITA	Italy	composition_food_organic_waste_percent	34.4	Percent	2013	World Bank
ITA	Italy	composition_glass_percent	7.6	Percent	2013	World Bank
ITA	Italy	composition_metal_percent	4.3	Percent	2013	World Bank
ITA	Italy	composition_other_percent	15.4	Percent	2013	World Bank
ITA	Italy	composition_paper_cardboard_percent	22.8	Percent	2013	World Bank
ITA	Italy	composition_plastic_percent	11.6	Percent	2013	World Bank
ITA	Italy	composition_wood_percent	3.8	Percent	2013	World Bank
JAM	Jamaica	composition_food_organic_waste_percent	62.22	Percent	2013	World Bank
JAM	Jamaica	composition_glass_percent	2.81	Percent	2013	World Bank
JAM	Jamaica	composition_metal_percent	2.38	Percent	2013	World Bank
JAM	Jamaica	composition_other_percent	5.13	Percent	2013	World Bank
JAM	Jamaica	composition_paper_cardboard_percent	14.73	Percent	2013	World Bank
JAM	Jamaica	composition_plastic_percent	12.2	Percent	2013	World Bank
JAM	Jamaica	composition_wood_percent	0.53	Percent	2013	World Bank
JOR	Jordan	composition_food_organic_waste_percent	50.0	Percent	2014	World Bank
JOR	Jordan	composition_glass_percent	2.0	Percent	2014	World Bank
JOR	Jordan	composition_metal_percent	1.5	Percent	2014	World Bank
JOR	Jordan	composition_other_percent	15.5	Percent	2014	World Bank
JOR	Jordan	composition_paper_cardboard_percent	15.0	Percent	2014	World Bank
JOR	Jordan	composition_plastic_percent	16.0	Percent	2014	World Bank
JPN	Japan	composition_food_organic_waste_percent	36.0	Percent	2015	World Bank
JPN	Japan	composition_glass_percent	5.0	Percent	2015	World Bank
JPN	Japan	composition_metal_percent	4.0	Percent	2015	World Bank
JPN	Japan	composition_other_percent	6.0	Percent	2015	World Bank
JPN	Japan	composition_paper_cardboard_percent	33.0	Percent	2015	World Bank
JPN	Japan	composition_plastic_percent	11.0	Percent	2015	World Bank
JPN	Japan	composition_rubber_leather_percent	1.0	Percent	2015	World Bank
JPN	Japan	composition_wood_percent	4.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_food_organic_waste_percent	30.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_glass_percent	5.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_metal_percent	3.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_other_percent	7.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_paper_cardboard_percent	25.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_plastic_percent	25.0	Percent	2015	World Bank
KAZ	Kazakhstan	composition_wood_percent	2.5	Percent	2015	World Bank
KEN	Kenya	composition_food_organic_waste_percent	57.0	Percent	1998	World Bank
KEN	Kenya	composition_glass_percent	3.0	Percent	1998	World Bank
KEN	Kenya	composition_metal_percent	1.0	Percent	1998	World Bank
KEN	Kenya	composition_other_percent	9.0	Percent	1998	World Bank
KEN	Kenya	composition_paper_cardboard_percent	11.3	Percent	1998	World Bank
KEN	Kenya	composition_plastic_percent	18.7	Percent	1998	World Bank
KHM	Cambodia	composition_food_organic_waste_percent	66.6	Percent	2010	World Bank
KHM	Cambodia	composition_glass_percent	2.6	Percent	2010	World Bank
KHM	Cambodia	composition_metal_percent	2.0	Percent	2010	World Bank
KHM	Cambodia	composition_other_percent	10.4	Percent	2004	World Bank
KHM	Cambodia	composition_paper_cardboard_percent	4.0	Percent	2010	World Bank
KHM	Cambodia	composition_plastic_percent	8.6	Percent	2010	World Bank
KHM	Cambodia	composition_wood_percent	5.8	Percent	2010	World Bank
KIR	Kiribati	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
KIR	Kiribati	composition_glass_percent	5.5	Percent	2016	World Bank
KIR	Kiribati	composition_metal_percent	10.0	Percent	2016	World Bank
KIR	Kiribati	composition_other_percent	9.3	Percent	2016	World Bank
KIR	Kiribati	composition_paper_cardboard_percent	10.9	Percent	2016	World Bank
KIR	Kiribati	composition_plastic_percent	16.5	Percent	2016	World Bank
KIR	Kiribati	composition_rubber_leather_percent	4.2	Percent	2016	World Bank
KNA	Saint Kitts and Nevis	composition_food_organic_waste_percent	27.2	Percent	2002	World Bank
KNA	Saint Kitts and Nevis	composition_glass_percent	8.1	Percent	2002	World Bank
KNA	Saint Kitts and Nevis	composition_metal_percent	8.8	Percent	2002	World Bank
KNA	Saint Kitts and Nevis	composition_other_percent	12.2	Percent	2002	World Bank
KNA	Saint Kitts and Nevis	composition_paper_cardboard_percent	20.5	Percent	2002	World Bank
KNA	Saint Kitts and Nevis	composition_plastic_percent	23.2	Percent	2002	World Bank
KOR	Korea, Republic of	composition_food_organic_waste_percent	30.0	Percent	2013	World Bank
KOR	Korea, Republic of	composition_glass_percent	2.5	Percent	2013	World Bank
KOR	Korea, Republic of	composition_metal_percent	2.6	Percent	2013	World Bank
KOR	Korea, Republic of	composition_paper_cardboard_percent	41.0	Percent	2013	World Bank
KOR	Korea, Republic of	composition_plastic_percent	24.3	Percent	2013	World Bank
KWT	Kuwait	composition_food_organic_waste_percent	45.0	Percent	2014	World Bank
KWT	Kuwait	composition_glass_percent	4.0	Percent	2014	World Bank
KWT	Kuwait	composition_metal_percent	2.0	Percent	2014	World Bank
KWT	Kuwait	composition_other_percent	8.0	Percent	2014	World Bank
KWT	Kuwait	composition_paper_cardboard_percent	20.0	Percent	2014	World Bank
KWT	Kuwait	composition_plastic_percent	20.0	Percent	2014	World Bank
KWT	Kuwait	composition_wood_percent	1.0	Percent	2014	World Bank
KWT	Kuwait	composition_yard_garden_green_waste_percent	1.0	Percent	2014	World Bank
LAO	Lao People's Democratic Republic	composition_food_organic_waste_percent	16.9	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_glass_percent	9.3	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_metal_percent	3.7	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_other_percent	20.3	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_paper_cardboard_percent	2.8	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_plastic_percent	6.1	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_rubber_leather_percent	1.1	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_wood_percent	38.2	Percent	2015	World Bank
LAO	Lao People's Democratic Republic	composition_yard_garden_green_waste_percent	1.2	Percent	2015	World Bank
LBN	Lebanon	composition_food_organic_waste_percent	52.5	Percent	2014	World Bank
LBN	Lebanon	composition_glass_percent	3.5	Percent	2014	World Bank
LBN	Lebanon	composition_metal_percent	5.5	Percent	2014	World Bank
LBN	Lebanon	composition_other_percent	11.0	Percent	2014	World Bank
LBN	Lebanon	composition_paper_cardboard_percent	16.0	Percent	2014	World Bank
LBN	Lebanon	composition_plastic_percent	11.5	Percent	2014	World Bank
LBY	Libya	composition_food_organic_waste_percent	70.1	Percent	2010	World Bank
LBY	Libya	composition_glass_percent	3.1	Percent	2010	World Bank
LBY	Libya	composition_metal_percent	4.3	Percent	2010	World Bank
LBY	Libya	composition_other_percent	3.8	Percent	2010	World Bank
LBY	Libya	composition_paper_cardboard_percent	5.5	Percent	2010	World Bank
LBY	Libya	composition_plastic_percent	7.5	Percent	2010	World Bank
LBY	Libya	composition_wood_percent	2.5	Percent	2010	World Bank
LCA	Saint Lucia	composition_food_organic_waste_percent	45.0	Percent	2008	World Bank
LCA	Saint Lucia	composition_glass_percent	7.0	Percent	2008	World Bank
LCA	Saint Lucia	composition_metal_percent	5.0	Percent	2008	World Bank
LCA	Saint Lucia	composition_other_percent	11.0	Percent	2010	World Bank
LCA	Saint Lucia	composition_paper_cardboard_percent	10.0	Percent	2008	World Bank
LCA	Saint Lucia	composition_plastic_percent	22.0	Percent	2008	World Bank
LIE	Liechtenstein	composition_food_organic_waste_percent	37.6	Percent	2012	World Bank
LIE	Liechtenstein	composition_glass_percent	5.0	Percent	2012	World Bank
LIE	Liechtenstein	composition_metal_percent	12.5	Percent	2012	World Bank
LIE	Liechtenstein	composition_other_percent	9.1	Percent	2012	World Bank
LIE	Liechtenstein	composition_paper_cardboard_percent	30.3	Percent	2012	World Bank
LIE	Liechtenstein	composition_plastic_percent	5.4	Percent	2012	World Bank
LKA	Sri Lanka	composition_food_organic_waste_percent	62.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_glass_percent	2.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_metal_percent	3.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_other_percent	13.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_paper_cardboard_percent	7.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_plastic_percent	7.0	Percent	2015	World Bank
LKA	Sri Lanka	composition_wood_percent	6.0	Percent	2015	World Bank
LTU	Lithuania	composition_food_organic_waste_percent	40.4	Percent	2010	World Bank
LTU	Lithuania	composition_glass_percent	8.65	Percent	2010	World Bank
LTU	Lithuania	composition_metal_percent	2.75	Percent	2010	World Bank
LTU	Lithuania	composition_other_percent	44.05	Percent	2010	World Bank
LTU	Lithuania	composition_paper_cardboard_percent	10.05	Percent	2010	World Bank
LTU	Lithuania	composition_plastic_percent	10.15	Percent	2010	World Bank
LTU	Lithuania	composition_wood_percent	0.6	Percent	2010	World Bank
LUX	Luxembourg	composition_food_organic_waste_percent	30.0	Percent	2014	World Bank
LUX	Luxembourg	composition_glass_percent	4.0	Percent	2014	World Bank
LUX	Luxembourg	composition_metal_percent	2.0	Percent	2014	World Bank
LUX	Luxembourg	composition_other_percent	27.0	Percent	2014	World Bank
LUX	Luxembourg	composition_paper_cardboard_percent	19.0	Percent	2014	World Bank
LUX	Luxembourg	composition_plastic_percent	18.0	Percent	2014	World Bank
LVA	Latvia	composition_food_organic_waste_percent	46.7	Percent	2011	World Bank
LVA	Latvia	composition_glass_percent	21.4	Percent	2011	World Bank
LVA	Latvia	composition_metal_percent	2.6	Percent	2011	World Bank
LVA	Latvia	composition_other_percent	9.7	Percent	2011	World Bank
LVA	Latvia	composition_paper_cardboard_percent	6.1	Percent	2011	World Bank
LVA	Latvia	composition_plastic_percent	7.7	Percent	2011	World Bank
LVA	Latvia	composition_rubber_leather_percent	3.6	Percent	2011	World Bank
LVA	Latvia	composition_wood_percent	2.4	Percent	2011	World Bank
MAC	Macao	composition_food_organic_waste_percent	3.1	Percent	2014	World Bank
MAC	Macao	composition_glass_percent	3.3	Percent	2014	World Bank
MAC	Macao	composition_metal_percent	1.7	Percent	2014	World Bank
MAC	Macao	composition_other_percent	3.1	Percent	2014	World Bank
MAC	Macao	composition_paper_cardboard_percent	58.7	Percent	2014	World Bank
MAC	Macao	composition_plastic_percent	7.9	Percent	2014	World Bank
MAC	Macao	composition_wood_percent	22.3	Percent	2014	World Bank
MAR	Morocco	composition_food_organic_waste_percent	60.0	Percent	2014	World Bank
MAR	Morocco	composition_glass_percent	2.0	Percent	2014	World Bank
MAR	Morocco	composition_metal_percent	2.5	Percent	2014	World Bank
MAR	Morocco	composition_other_percent	6.0	Percent	2014	World Bank
MAR	Morocco	composition_paper_cardboard_percent	9.0	Percent	2014	World Bank
MAR	Morocco	composition_plastic_percent	8.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_food_organic_waste_percent	55.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_glass_percent	4.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_metal_percent	3.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_other_percent	23.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_paper_cardboard_percent	5.0	Percent	2014	World Bank
MDA	Moldova, Republic of	composition_plastic_percent	10.0	Percent	2014	World Bank
MDV	Maldives	composition_food_organic_waste_percent	24.0	Percent	2016	World Bank
MDV	Maldives	composition_metal_percent	1.0	Percent	2016	World Bank
MDV	Maldives	composition_other_percent	1.0	Percent	2016	World Bank
MDV	Maldives	composition_paper_cardboard_percent	6.0	Percent	2016	World Bank
MDV	Maldives	composition_plastic_percent	3.0	Percent	2016	World Bank
MDV	Maldives	composition_yard_garden_green_waste_percent	65.0	Percent	2016	World Bank
MEX	Mexico	composition_food_organic_waste_percent	52.4	Percent	2012	World Bank
MEX	Mexico	composition_glass_percent	5.9	Percent	2012	World Bank
MEX	Mexico	composition_metal_percent	3.4	Percent	2012	World Bank
MEX	Mexico	composition_other_percent	12.1	Percent	2012	World Bank
MEX	Mexico	composition_paper_cardboard_percent	13.8	Percent	2012	World Bank
MEX	Mexico	composition_plastic_percent	10.9	Percent	2012	World Bank
MHL	Marshall Islands	composition_food_organic_waste_percent	8.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_glass_percent	2.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_metal_percent	6.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_other_percent	31.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_paper_cardboard_percent	11.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_plastic_percent	13.0	Percent	2012	World Bank
MHL	Marshall Islands	composition_yard_garden_green_waste_percent	29.0	Percent	2012	World Bank
MKD	North Macedonia	composition_food_organic_waste_percent	29.3	Percent	2015	World Bank
MKD	North Macedonia	composition_glass_percent	4.1	Percent	2015	World Bank
MKD	North Macedonia	composition_metal_percent	2.5	Percent	2015	World Bank
MKD	North Macedonia	composition_other_percent	19.8	Percent	2015	World Bank
MKD	North Macedonia	composition_paper_cardboard_percent	12.8	Percent	2015	World Bank
MKD	North Macedonia	composition_plastic_percent	13.900000000000002	Percent	2015	World Bank
MKD	North Macedonia	composition_rubber_leather_percent	0.9	Percent	2015	World Bank
MKD	North Macedonia	composition_wood_percent	0.7	Percent	2015	World Bank
MKD	North Macedonia	composition_yard_garden_green_waste_percent	16.0	Percent	2015	World Bank
MLI	Mali	composition_food_organic_waste_percent	17.5	Percent	1995	World Bank
MLI	Mali	composition_glass_percent	1.0	Percent	1995	World Bank
MLI	Mali	composition_metal_percent	3.5	Percent	1995	World Bank
MLI	Mali	composition_other_percent	72.5	Percent	1995	World Bank
MLI	Mali	composition_paper_cardboard_percent	3.5	Percent	1995	World Bank
MLI	Mali	composition_plastic_percent	2.0	Percent	1995	World Bank
MLT	Malta	composition_food_organic_waste_percent	52.0	Percent	2012	World Bank
MLT	Malta	composition_glass_percent	6.0	Percent	2012	World Bank
MLT	Malta	composition_metal_percent	4.0	Percent	2012	World Bank
MLT	Malta	composition_other_percent	9.5	Percent	2012	World Bank
MLT	Malta	composition_paper_cardboard_percent	18.0	Percent	2012	World Bank
MLT	Malta	composition_plastic_percent	12.0	Percent	2012	World Bank
MNE	Montenegro	composition_food_organic_waste_percent	33.82	Percent	2013	World Bank
MNE	Montenegro	composition_glass_percent	8.97	Percent	2013	World Bank
MNE	Montenegro	composition_metal_percent	2.9	Percent	2013	World Bank
MNE	Montenegro	composition_other_percent	19.46	Percent	2013	World Bank
MNE	Montenegro	composition_paper_cardboard_percent	13.72	Percent	2013	World Bank
MNE	Montenegro	composition_plastic_percent	18.42	Percent	2013	World Bank
MNE	Montenegro	composition_wood_percent	2.7	Percent	2013	World Bank
MNG	Mongolia	composition_food_organic_waste_percent	22.7	Percent	2016	World Bank
MNG	Mongolia	composition_other_percent	50.1	Percent	2016	World Bank
MNG	Mongolia	composition_paper_cardboard_percent	12.7	Percent	2016	World Bank
MNG	Mongolia	composition_plastic_percent	14.5	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_glass_percent	5.5	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_metal_percent	10.0	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_other_percent	9.3	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_paper_cardboard_percent	10.9	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_plastic_percent	16.5	Percent	2016	World Bank
MNP	Northern Mariana Islands	composition_rubber_leather_percent	4.2	Percent	2016	World Bank
MOZ	Mozambique	composition_food_organic_waste_percent	60.0	Percent	2012	World Bank
MOZ	Mozambique	composition_other_percent	15.0	Percent	2012	World Bank
MOZ	Mozambique	composition_paper_cardboard_percent	25.0	Percent	2012	World Bank
MRT	Mauritania	composition_food_organic_waste_percent	4.8	Percent	2009	World Bank
MRT	Mauritania	composition_glass_percent	4.0	Percent	2009	World Bank
MRT	Mauritania	composition_metal_percent	4.2	Percent	2009	World Bank
MRT	Mauritania	composition_other_percent	59.7	Percent	2009	World Bank
MRT	Mauritania	composition_paper_cardboard_percent	7.3	Percent	2009	World Bank
MRT	Mauritania	composition_plastic_percent	20.0	Percent	2009	World Bank
MUS	Mauritius	composition_food_organic_waste_percent	64.0	Percent	2016	World Bank
MUS	Mauritius	composition_glass_percent	2.8	Percent	2016	World Bank
MUS	Mauritius	composition_other_percent	8.0	Percent	2016	World Bank
MUS	Mauritius	composition_paper_cardboard_percent	13.0	Percent	2016	World Bank
MUS	Mauritius	composition_plastic_percent	12.4	Percent	2016	World Bank
MYS	Malaysia	composition_food_organic_waste_percent	46.0	Percent	2014	World Bank
MYS	Malaysia	composition_glass_percent	3.0	Percent	2014	World Bank
MYS	Malaysia	composition_metal_percent	3.0	Percent	2014	World Bank
MYS	Malaysia	composition_other_percent	9.0	Percent	2014	World Bank
MYS	Malaysia	composition_paper_cardboard_percent	14.0	Percent	2014	World Bank
MYS	Malaysia	composition_plastic_percent	15.0	Percent	2014	World Bank
MYS	Malaysia	composition_rubber_leather_percent	3.0	Percent	2014	World Bank
MYS	Malaysia	composition_wood_percent	7.0	Percent	2014	World Bank
NCL	New Caledonia	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
NCL	New Caledonia	composition_glass_percent	5.5	Percent	2016	World Bank
NCL	New Caledonia	composition_metal_percent	10.0	Percent	2016	World Bank
NCL	New Caledonia	composition_other_percent	9.3	Percent	2016	World Bank
NCL	New Caledonia	composition_paper_cardboard_percent	10.9	Percent	2016	World Bank
NCL	New Caledonia	composition_plastic_percent	16.5	Percent	2016	World Bank
NCL	New Caledonia	composition_rubber_leather_percent	4.2	Percent	2016	World Bank
NER	Niger	composition_food_organic_waste_percent	38.0	Percent	2005	World Bank
NER	Niger	composition_metal_percent	1.0	Percent	2005	World Bank
NER	Niger	composition_other_percent	57.0	Percent	2005	World Bank
NER	Niger	composition_paper_cardboard_percent	2.0	Percent	2005	World Bank
NER	Niger	composition_plastic_percent	2.0	Percent	2005	World Bank
NLD	Netherlands	composition_food_organic_waste_percent	35.0	Percent	2013	World Bank
NLD	Netherlands	composition_glass_percent	5.4	Percent	2013	World Bank
NLD	Netherlands	composition_metal_percent	4.3	Percent	2013	World Bank
NLD	Netherlands	composition_other_percent	20.24	Percent	2013	World Bank
NLD	Netherlands	composition_paper_cardboard_percent	21.0	Percent	2013	World Bank
NLD	Netherlands	composition_plastic_percent	14.0	Percent	2013	World Bank
NOR	Norway	composition_food_organic_waste_percent	15.49	Percent	2010	World Bank
NOR	Norway	composition_glass_percent	4.6	Percent	2010	World Bank
NOR	Norway	composition_metal_percent	6.12	Percent	2010	World Bank
NOR	Norway	composition_other_percent	13.15	Percent	2010	World Bank
NOR	Norway	composition_paper_cardboard_percent	26.57	Percent	2010	World Bank
NOR	Norway	composition_plastic_percent	2.25	Percent	2010	World Bank
NOR	Norway	composition_wood_percent	17.21	Percent	2010	World Bank
NOR	Norway	composition_yard_garden_green_waste_percent	14.68	Percent	2010	World Bank
NPL	Nepal	composition_food_organic_waste_percent	52.39	Percent	2017	World Bank
NPL	Nepal	composition_glass_percent	4.36	Percent	2017	World Bank
NPL	Nepal	composition_metal_percent	1.9	Percent	2017	World Bank
NPL	Nepal	composition_other_percent	7.12	Percent	2017	World Bank
NPL	Nepal	composition_paper_cardboard_percent	18.21	Percent	2017	World Bank
NPL	Nepal	composition_plastic_percent	15.14	Percent	2017	World Bank
NPL	Nepal	composition_rubber_leather_percent	0.9	Percent	2017	World Bank
NRU	Nauru	composition_food_organic_waste_percent	43.6	Percent	2016	World Bank
NRU	Nauru	composition_glass_percent	5.5	Percent	2016	World Bank
NRU	Nauru	composition_metal_percent	10.0	Percent	2016	World Bank
NRU	Nauru	composition_other_percent	9.3	Percent	2016	World Bank
NRU	Nauru	composition_paper_cardboard_percent	10.9	Percent	2016	World Bank
NRU	Nauru	composition_plastic_percent	16.5	Percent	2016	World Bank
NRU	Nauru	composition_rubber_leather_percent	4.2	Percent	2016	World Bank
NZL	New Zealand	composition_food_organic_waste_percent	28.0	Percent	2008	World Bank
NZL	New Zealand	composition_glass_percent	4.0	Percent	2008	World Bank
NZL	New Zealand	composition_metal_percent	4.5	Percent	2008	World Bank
NZL	New Zealand	composition_other_percent	37.0	Percent	2008	World Bank
NZL	New Zealand	composition_paper_cardboard_percent	7.0	Percent	2008	World Bank
NZL	New Zealand	composition_plastic_percent	8.0	Percent	2008	World Bank
NZL	New Zealand	composition_rubber_leather_percent	1.0	Percent	2008	World Bank
NZL	New Zealand	composition_wood_percent	11.0	Percent	2008	World Bank
OMN	Oman	composition_food_organic_waste_percent	27.0	Percent	2013	World Bank
OMN	Oman	composition_glass_percent	6.0	Percent	2013	World Bank
OMN	Oman	composition_other_percent	24.0	Percent	2013	World Bank
OMN	Oman	composition_paper_cardboard_percent	15.0	Percent	2013	World Bank
OMN	Oman	composition_plastic_percent	21.0	Percent	2013	World Bank
OMN	Oman	composition_wood_percent	2.0	Percent	2013	World Bank
OMN	Oman	composition_yard_garden_green_waste_percent	5.0	Percent	2013	World Bank
PAK	Pakistan	composition_food_organic_waste_percent	30.0	Percent	2017	World Bank
PAK	Pakistan	composition_glass_percent	6.0	Percent	2017	World Bank
PAK	Pakistan	composition_metal_percent	4.0	Percent	2017	World Bank
PAK	Pakistan	composition_other_percent	20.0	Percent	2017	World Bank
PAK	Pakistan	composition_paper_cardboard_percent	13.0	Percent	2017	World Bank
PAK	Pakistan	composition_plastic_percent	9.0	Percent	2017	World Bank
PAK	Pakistan	composition_rubber_leather_percent	2.0	Percent	2017	World Bank
PAK	Pakistan	composition_wood_percent	2.0	Percent	2017	World Bank
PAK	Pakistan	composition_yard_garden_green_waste_percent	14.0	Percent	2017	World Bank
PAN	Panama	composition_food_organic_waste_percent	46.4	Percent	2002	World Bank
PAN	Panama	composition_glass_percent	5.8	Percent	2002	World Bank
PAN	Panama	composition_metal_percent	3.8	Percent	2002	World Bank
PAN	Panama	composition_other_percent	5.7	Percent	2010	World Bank
PAN	Panama	composition_paper_cardboard_percent	26.3	Percent	2002	World Bank
PAN	Panama	composition_plastic_percent	12.0	Percent	2002	World Bank
PER	Peru	composition_food_organic_waste_percent	50.43	Percent	2013	World Bank
PER	Peru	composition_glass_percent	3.05	Percent	2013	World Bank
PER	Peru	composition_metal_percent	2.64	Percent	2013	World Bank
PER	Peru	composition_other_percent	21.7	Percent	2013	World Bank
PER	Peru	composition_paper_cardboard_percent	7.44	Percent	2013	World Bank
PER	Peru	composition_plastic_percent	10.52	Percent	2013	World Bank
PER	Peru	composition_rubber_leather_percent	1.25	Percent	2013	World Bank
PER	Peru	composition_yard_garden_green_waste_percent	2.97	Percent	2013	World Bank
PHL	Philippines	composition_food_organic_waste_percent	52.31	Percent	2013	World Bank
PHL	Philippines	composition_glass_percent	2.34	Percent	2013	World Bank
PHL	Philippines	composition_metal_percent	4.22	Percent	2013	World Bank
PHL	Philippines	composition_other_percent	21.52	Percent	2013	World Bank
PHL	Philippines	composition_paper_cardboard_percent	8.7	Percent	2013	World Bank
PHL	Philippines	composition_plastic_percent	10.55	Percent	2013	World Bank
PHL	Philippines	composition_rubber_leather_percent	0.37	Percent	2013	World Bank
PLW	Palau	composition_food_organic_waste_percent	26.0	Percent	2014	World Bank
PLW	Palau	composition_glass_percent	5.0	Percent	2014	World Bank
